Year:,Seller:,Bike make:,Zone:,Starter:,Kilometers:,Warranty:,Condition:,Negotiable:,Lot number:,Price:,Bike model:,Fuel system:,Displacement:,Engine type:,Power:,Gearbox:,Ignition system:,Reserve fuel capacity:,Mileage:,Fuel control:,Transmission type:,Fuel comsumption:
2014,Owner,Honda,Bagmati,Electric & Kick,23000,None,New,Negotiable,62,"रु 90,000",Honda Dio,,,,,,,,,,,
2017,Owner,KTM,Bagmati,,25000,None,New,,61,"रु 3,99,000",KTM RC 390,Petrol,373 cc,,,6 Manual,Spark Ignition,,25,,Chain Drive Wet multi-disc,
2019,Owner,CFMoto,Bagmati,,4700,Available,New,,5,,150NK,,149.4cc,"Single cylinder, Liquid cooled EFI SOHC",,6-speed,,,,,,
2017,Owner,Bajaj,Bagmati,Electric,26000,None,New,Negotiable,89,"रु 2,20,000",Bajaj Pulsar 200 NS Naked Sport,,,200,,6,,Yes,30,,,
2018,Owner,KTM,Bagmati,,16140,None,New,Not negotiable,95,"रु 4,70,000",Duke 250,,,,,,,,,,,
,Owner,KTM,Bagmati,,16140,None,New,,95,,Duke 250,,,,,,,,,,,
,Owner,Honda,Bagmati,Electric & Kick,12000,None,New,,88,"रु 1,50,000",Honda Dio,,109,,,,,,35,,,
2018,Owner,Royal Enfield,Koshi,,3475,None,New,,37,"रु 4,00,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2018,Owner,Royal Enfield,Koshi,Electric & Kick,3475,None,New,Negotiable,37,"रु 4,10,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,35-40
2015,Owner,Mahindra,Bagmati,,18000,None,New,Negotiable,71,"रु 80,000",Gusto 125,,,,,,,,,,,
2017,Owner,Yamaha,Koshi,,17650,None,New,Not negotiable,34,"रु 1,85,000",FZ-FI,,,,,,,,,,,
2016,Owner,Bajaj,Gandaki,,17000,None,New,Not negotiable,12,"रु 2,00,000",Bajaj Pulsar 180cc,,,,,,,,,,,
,,UM Motorcycles,Bagmati,Electric & Kick,16000,None,New,,64,,Renegade,,279cc,,,,,,30,Petrol powertrain,6 speed synchronized mesh,
2009,Owner,Honda,Gandaki,,24930,None,New,Not negotiable,6,"रु 60,000",Honda Dio,,,,,,,,,,,
2016,Owner,Bajaj,Gandaki,,17000,None,New,Not negotiable,12,"रु 2,00,000",Bajaj Pulsar 180cc,,,,,,,,,,,
2018,Owner,TVS,Bagmati,,9000,None,New,Negotiable,2,"रु 1,80,000",Sport,,,,,,,,,,,
2015,Owner,Yamaha,Bagmati,,,None,New,,59,,Yamaha FZ,,,,,,,,,,,
2013,Owner,Honda,Mechi,,26000,None,New,Negotiable,5,"रु 80,000",Honda Dio,,,,,,,,,,,
2011,Owner,Bajaj,Koshi,,69000,None,New,,21,,,,,,,,,,,,,
2018,Owner,Royal Enfield,Lumbini,,13000,None,New,,48,"रु 3,50,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2010,Owner,Royal Enfield,Bagmati,Electric & Kick,32000,None,New,Negotiable,41,"रु 2,40,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,30+,,,
2014,Owner,Bajaj,Gandaki,,39000,None,New,Negotiable,10,"रु 1,47,000",Bajaj Pulsar 220 Street Fighter,,,,,,,,,,,
2012,Owner,Mahindra,Gandaki,,10667,None,New,Negotiable,8,"रु 50,000",Mahindra Rodeo RZ,,124.6cc,4-Stroke,8,Automatic,,,,,,
2018,Owner,Crossfire,Bagmati,,2950,None,New,Not negotiable,6,"रु 4,50,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2018,Owner,TVS,Bagmati,Electric & Kick,5000,Available,New,Negotiable,99,"रु 2,30,000",TVS Apache RTR 160CC,,161 cc,,,5-Speed,IDI-Dual Mode Digital Ignition,,,,,
2013,Owner,Honda,Mechi,,26000,None,New,Negotiable,5,"रु 85,000",Honda Dio,,,,,,,,,,,
2014,Owner,Honda,Bagmati,,40000,None,New,Negotiable,55,"रु 1,10,000",Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,,,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
2017,Owner,Yamaha,Bagmati,Electric,19000,Available,New,Negotiable,94,"रु 2,70,000",FZ25,,,,,,,,,,,
2015,Owner,Yamaha,Narayani,,52000,None,New,,39,"रु 1,80,000",Yamaha R15 v1.5,Petrol,149 cc," Liquid-cooled, 4-stroke, SOHC",,"6 gear, Clutch : Wet",Carburettor,,,,Constant mesh 6-speed Chain,
,Owner,Yamaha,Lumbini,,30000,None,New,Negotiable,26,"रु 1,50,000",Yamaha R15 v1.5,Petrol,149 cc," Liquid-cooled, 4-stroke, SOHC",,"6 gear, Clutch : Wet",Carburettor,,,,Constant mesh 6-speed Chain,
2016,Owner,Yamaha,Lumbini,,30000,None,New,,26,"रु 1,50,000",Yamaha R15 v1.5,Petrol,149 cc," Liquid-cooled, 4-stroke, SOHC",,"6 gear, Clutch : Wet",Carburettor,,,,Constant mesh 6-speed Chain,
2018,Owner,KTM,Gandaki,,7000,None,New,Negotiable,15,"रु 4,75,000",Duke 250,,,,,,,,,,,
2017,Owner,TVS,Gandaki,,13000,None,New,Negotiable,13,"रु 1,20,000",TVS Wego,Carburettor,109.70 ccm (6.69 cubic inches),"Single cylinder, four-stroke",8,Automatic,Digital DC CDI,,,OHC,Belt,
2014,Owner,Yamaha,Bagmati,,34000,None,New,Negotiable,64,"रु 1,25,000",Yamaha FZ,,,,,,,,,,,
2015,Owner,Yamaha,Bagmati,,30000,None,New,Negotiable,67,"रु 1,60,000",Yamaha R15,,,,,,,,,,,
2016,Owner,Bajaj,Gandaki,,23500,None,New,Negotiable,11,"रु 1,95,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2016,Owner,Honda,Narayani,Electric & Kick,20000,None,New,,40,,Honda CB Hornet 160R,,162.7 CC,"162.71cc, four stroke, air-cooled engine",,Five-speed manual greabox,Carburetor,,45-50,,5 Speed,
2019,Owner,Suzuki,Bagmati,,5500,None,New,Negotiable,3,"रु 2,40,000",Gixxer SF,,,,,,,,,,,
2018,Owner,KTM,Bagmati,,4000,None,New,Not negotiable,97,"रु 5,45,000",Duke 250,,,,,,,,,,,
2015,Dealer,Hero,Bagmati,,,None,New,Negotiable,58,"रु 85,000",Hero Splendor PRO,Carburettor,97.50 ccm (5.95 cubic inches),"Single cylinder, four-stroke",8,4-speed,Digital CDI,1.00 litres (0.26 gallons),,OHC,Chain,
2006,Dealer,Hero,Bagmati,,,None,New,,23,,Hero Splendor PLUS,,,,,,,,,,,
2016,Dealer,Hero,Bagmati,,2200,None,New,Negotiable,81,"रु 95,000",Splendor ismart 110,,,,,,,,,,,
2015,Dealer,Yamaha,Bagmati,,,None,New,,63,"रु 80,000",Yamaha Ray ZR,Petrol,113cc,"Air Cooled 4-Stroke, SOHC, 2-Valve",7,,,,66,Petrol,Automatic,
2017,Owner,Yamaha,Narayani,,23,None,New,Negotiable,52,"रु 2,50,000",FZ25,,,,,,,,30+,,,
2018,Owner,CFMoto,Bagmati,,10000,None,New,,91,"रु 5,60,000",,,149.4cc,"Single cylinder, Liquid cooled EFI SOHC",,6-speed,,,,,,
2014,Owner,KTM,Gandaki,,45000,None,New,Negotiable,9,"रु 2,00,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
,Owner,Honda,Bagmati,,13000,None,New,,96,,Honda Aviator,Carburettor,109.00 ccm (6.65 cubic inches),"Single cylinder, four-stroke",8,Automatic,Fully transistorised with electronic advance,,,OHC,Chain,
2009,Owner,Royal Enfield,Gandaki,,22000,None,New,,6,"रु 1,85,000",Royal Enfield Electra 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2018,Owner,KTM,Bheri,,12000,None,New,,8,"रु 4,00,000",KTM RC 200,Fuel Injection,199 cc,,,,Spark Ignition,,35,Petrol,Chain Drive Wet multi-disc,
2019,Owner,Crossfire,Bagmati,,6500,Available,New,Negotiable,15,"रु 5,30,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,5,CDI,,6500,7,"5-Speed, International Shift Pattern",
2019,Owner,Royal Enfield,Janakpur,,5000,None,New,,3,"रु 4,70,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
,Owner,Bajaj,Bagmati,,111111,None,New,Negotiable,60,"रु 1,00,000",Bajaj Pulsar 200 NS Naked Sport,Petrol,199.5 CC,"Liquid cooled, 4 stroke",200,Manual,,,,,,
,Owner,Bajaj,Bagmati,,19000,None,New,,92,,Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
,Owner,Bajaj,Bagmati,,19000,None,New,,92,,Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2018,Owner,Yamaha,Bagmati,Electric,4025,None,New,Negotiable,7,"रु 2,80,000",Yamaha New FZS,,,,,,,,,,,
2016,Owner,KTM,Gandaki,,16000,None,New,Negotiable,12,"रु 3,10,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2014,Owner,Honda,Gandaki,,30000,None,New,Not negotiable,9,"रु 90,000",Honda Dio,,,,,,,,,,,
,Owner,Hartford,Gandaki,,14000,None,New,,12,,Hartford VR 150 H,,,,,,,,,,,
,Owner,Honda,Rapti,Electric & Kick,2439,None,New,Negotiable,5,"रु 1,80,000",Honda CB Shine DSS,Carburettor. CV type,124.70 ccm (7.61 cubic inches),"Single cylinder, four-stroke",10,4-speed,Digital CDI,,,OHC,Chain,1.54 litres/100 km (64.9 km/l or 152.74 mpg)
2016,Owner,Royal Enfield,Bagmati,,5000,None,New,Not negotiable,81,"रु 5,00,000",Bullet 500,,,,,,,,,,,
,Owner,Yamaha,Bagmati,,100,None,New,,5,,RX 135,,,,,,,,,,,
,Owner,Yamaha,Bagmati,,100,None,New,,5,,RX 135,,,,,,,,,,,
2009,Owner,Bajaj,Bagmati,,47000,None,New,,41,,,,,,,,,,,,,
2009,Owner,Bajaj,Bagmati,,47000,None,New,,41,,,,,,,,,,,,,
,Owner,Yamaha,Bagmati,Electric,30000,None,New,,30,,Yamaha R15 v1.5,Petrol,149 cc," Liquid-cooled, 4-stroke, SOHC",,"5 gear, Clutch : Wet",Carburettor,,35,,Constant mesh 6-speed Chain,
,Owner,Honda,Bagmati,,21000,None,New,Negotiable,60,"रु 1,35,000",Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,,,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
2017,Owner,Honda,Bagmati,,5500,None,New,Negotiable,90,"रु 2,00,000",Hornet 160 R,,,,,,,,,,,
2018,Dealer,Bajaj,Mechi,Electric & Kick,12500,Available,New,Not negotiable,10,"रु 2,20,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2010,Dealer,Honda,Bagmati,,14000,None,New,Negotiable,46,"रु 5,10,000",Honda XR250 Tornado,,,,,,,,,,,
2011,Owner,TVS,Bagmati,Electric & Kick,68000,None,New,,48,,TVS Apache RTR 160CC,,161 cc,4-Stroke SingleCylinder AirCooled,15,5-Speed,IDI-Dual Mode Digital Ignition,2.5 litre,,,,
2011,Owner,TVS,Bagmati,Electric & Kick,68000,None,New,,48,,TVS Apache RTR 160CC,,161 cc,4-Stroke SingleCylinder AirCooled,15,5-Speed,IDI-Dual Mode Digital Ignition,2.5 litre,,,,
2009,Owner,Honda,Mechi,,74000,None,New,Negotiable,2,"रु 70,000",Other Honda models,,,,,,,,,,,
2012,Owner,Bajaj,Lumbini,,50000,None,New,Negotiable,17,"रु 1,35,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2009,Owner,Bajaj,Lumbini,,50000,None,New,Negotiable,7,"रु 70,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2010,Owner,Honda,Bagmati,,16000,None,New,Not negotiable,41,"रु 55,000",Honda Dio,,,,,,,,,,,
2014,Owner,Honda,Narayani,,21000,None,New,Negotiable,34,"रु 1,15,000",Honda CB Shine DSS,Carburettor. CV type,124.70 ccm (7.61 cubic inches),"Single cylinder, four-stroke",10,4-speed,Digital CDI,,,OHC,Chain,1.54 litres/100 km (64.9 km/l or 152.74 mpg)
2010,Owner,Honda,Bagmati,,16000,None,New,Not negotiable,41,"रु 55,000",Honda Dio,,,,,,,,,,,
2017,Owner,KTM,Bagmati,Electric,19500,Available,New,Negotiable,73,"रु 5,10,000",KTM RC 390,Petrol,390 cc,,,6 Manual,Spark Ignition,12,20,Patrol ,Chain Drive Wet multi-disc,
2009,Owner,Honda,Gandaki,,25000,None,New,Negotiable,5,"रु 30,000",Honda Dio,,,,,,,,,,,
2018,Owner,Yamaha,Gandaki,,11000,None,New,Negotiable,15,"रु 3,00,000",FZ25,,,,,,,Pokhara,,,,
2009,Owner,Honda,Gandaki,,14000,None,New,Negotiable,5,"रु 30,000",Honda Dio,,,,,,,,,,,
,Owner,Hero,Bagmati,,,None,New,,91,"रु 1,10,000",Duet,,,,,,,,,,,
2016,Owner,Hero,Bagmati,,1400,None,New,Negotiable,76,"रु 1,50,000",Hero Super Splendor DRS,,,,,,,,,,,
2017,Owner,Yamaha,Lumbini,,13000,Available,New,,37,,,,,,,,,,,,,
2017,Owner,Yamaha,Lumbini,,13000,Available,New,Negotiable,37,"रु 2,90,000",FZ25,,,,,,,,,,,
,Owner,Bajaj,Bagmati,,12000,None,New,,93,,Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2017,Owner,Bajaj,Bagmati,Electric & Kick,8000,None,New,,92,,Bajaj Pulsar 150cc,Carburator,149cc,Dts-i powered,,5,Electric,2 litres,45kmpl,Carburator,Fully digital,Low
2017,Owner,Bajaj,Bagmati,,21000,None,New,Negotiable,85,"रु 2,15,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2018,Owner,Honda,Bagmati,,6800,None,New,Negotiable,98,"रु 1,60,000",Honda Aviator,Carburettor,109.00 ccm (6.65 cubic inches),"Single cylinder, four-stroke",8,Automatic,Fully transistorised with electronic advance,,,OHC,Chain,
2018,Owner,Bajaj,Narayani,Electric & Kick,24000,Available,New,,52,"रु 1,90,000",Pulsar NS160,,DIGITAL,,,5,,14,45,PETROL,,
,Owner,TVS,Gandaki,,45000,None,New,Not negotiable,5,"रु 55,000",TVS Apache RTR 160CC,,161 cc,4-Stroke SingleCylinder AirCooled,15,5-Speed,IDI-Dual Mode Digital Ignition,2.5 litre,,,,
2013,Dealer,Hartford,Mechi,Electric & Kick,25000,None,New,Negotiable,5,"रु 1,90,000",Hartford VR 200H,NA,197 cc,"four strok,single cylinder",19.1 hp/14.1 kw ) @ 7500 rpm,5,CDI,1.5 ltr.,25/30 kmpl,NA,Chain,12 ltrs.
2019,Owner,Honda,Bagmati,Electric & Kick,1300,Available,New,,2,,Honda CB Hornet 160R,,162.7 CC,"162.71cc, four stroke, air-cooled engine",,Five-speed manual greabox,Carburetor,,62,,5 Speed,
2016,Owner,Royal Enfield,Bagmati,Electric & Kick,15000,None,New,Not negotiable,78,"रु 3,50,000",Royal Enfield Classic 500cc,Keihin Electronic Fuel Injection,500 cc,"Single Cylinder, 4 stroke, Twinspark",27,5 Speed Constant Mesh,Digital Electronic Ignition,,21,,,
2019,Owner,Other Bike Brand,Bagmati,Electric,2000,Available,New,Negotiable,8,"रु 3,30,000",,,,,,6,air cooler,2,25-30,yes,,
2013,Owner,Royal Enfield,Mechi,,32000,None,New,,5,"रु 2,80,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2018,Owner,CFMoto,Gandaki,,8000,None,New,,15,,150NK,,149.4cc,"Single cylinder, Liquid cooled EFI SOHC",,6-speed,,,,,,
2004,Owner,Royal Enfield,Bagmati,,64400,None,New,,17,"रु 2,45,000",Royal Enfield Battle Green,Keihin Electronic Fuel Injection,499 cc,"Single Cylinder, 4 stroke",27,5 Speed Constant Mesh,Digital Electronic Ignition,,,,,
,Owner,Hero,Koshi,Electric & Kick,42000,None,New,,4,"रु 1,10,000",Hero CBZ Xtreme - DSS,Carburettor,149.2cc,"Air Cooled, 4- Stroke, ATFT",14,5-speed,,,40,,,
2014,Owner,Mahindra,Bagmati,,18000,None,New,Not negotiable,55,"रु 49,000",Mahindra Rodeo RZ,,124.6cc,4-Stroke,8,Automatic,,,,,,
2019,,Aprilia,Bagmati,,300,None,New,,6,,SR 150,,,,,,,,,,,
2017,Owner,Bajaj,Bagmati,Electric,18000,Available,New,,90,"रु 2,30,000",Bajaj Pulsar 220F Frame,,,220,,,,,,,,
2017,Owner,Bajaj,Lumbini,,48000,None,New,,32,,Bajaj Pulsar 200 NS Naked Sport,"UCAL 29mm, Constant Vacuum Carburettor",200cc,Liquid cooling,20,6 Speed Constant Mesh,Transistorised Coil Ignition,2.5,,,,
2016,Owner,Ducati,Bagmati,,20000,None,New,Negotiable,74,"रु 19,00,000",Scrambler,,,,,,,,,,,
2015,Owner,KTM,Gandaki,Electric,19873,None,New,,10,,KTM RC 390,Petrol,373 cc,,,6 Manual,Spark Ignition,,25,,Chain Drive Wet multi-disc,
2018,Owner,Suzuki,Gandaki,,11000,None,New,Negotiable,14,"रु 2,05,000",Suzuki Gixxer,Carbureted type fuel supply system,154.9cc,"4-stroke, single-cylinder",,5-speed,,,45,,,
,Owner,Hero,Koshi,,5731,Available,New,Not negotiable,36,"रु 1,00,000",Hero Splendor PLUS,,,100cc,,,,,70 km per hr,,,
,Owner,Hero,Koshi,,5731,None,New,,36,"रु 1,00,000",,,,,,,,,,,,
,Owner,Hartford,Gandaki,,,None,New,,7,"रु 1,15,000",Hartford VR 150 H,,,,,,,,,,,
,Owner,Hartford,Gandaki,,,None,New,,7,"रु 1,15,000",Hartford VR 150 H,,,,,,,,,,,
2014,Owner,Bajaj,Bagmati,,,None,New,,61,"रु 1,30,000",,,,,,,,,,,,
2014,Owner,Bajaj,Bagmati,,,None,New,,61,,Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2019,Owner,Yamaha,Lumbini,Electric & Kick,210,Available,New,Not negotiable,49,"रु 2,20,000",SZ-RR,,,,150,5,,1.9 litres,50 kms per hour,,,
2014,Owner,Bajaj,Koshi,,30000,None,New,Not negotiable,16,"रु 1,60,000",Bajaj Pulsar 150cc,,,,,,,,45-50 km/litre,,,
,Owner,Honda,Bagmati,,34000,None,New,,55,,Honda Aviator,Carburettor,109.00 ccm (6.65 cubic inches),"Single cylinder, four-stroke",8,Automatic,Fully transistorised with electronic advance,,,OHC,Chain,
2017,Owner,Honda,Koshi,,5200,None,New,Not negotiable,32,"रु 1,50,000",Honda Dio,,,,,,,,,,,
2010,Owner,Bajaj,Koshi,,73000,None,New,Negotiable,10,"रु 68,000",Bajaj Discover 100 4G,,,,,,,,,,,
,Dealer,Crossfire,Gandaki,,10000,None,New,,10,"रु 2,80,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,5 gear,CDI,,22,,"5-Speed, International Shift Pattern",
,Owner,Suzuki,Bagmati,Electric & Kick,25700,None,New,,72,"रु 1,50,000",Gixxer SF,,150cc,,,5,Yes,,33,Auto,Manual ,
2017,Owner,Bajaj,Bagmati,,10000,None,New,Negotiable,90,"रु 2,00,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2017,Owner,Bajaj,Bagmati,,10000,None,New,Negotiable,90,"रु 2,00,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2018,Owner,Cross X,Gandaki,,4500,None,New,Negotiable,15,"रु 4,80,000",250SE Off Road,,,,,,,,,,,
2014,Owner,Yamaha,Bagmati,,40000,None,New,,45,"रु 95,000",Yamaha R15 v1.5,Petrol,149 cc," Liquid-cooled, 4-stroke, SOHC",,"6 gear, Clutch : Wet",Carburettor,,,,Constant mesh 6-speed Chain,
2016,Owner,Hero,Lumbini,,28000,None,New,Negotiable,30,"रु 1,40,000",Hero Super Splendor DRS,,,,,,,,,,,
2017,Owner,Yamaha,Bagmati,Electric,7700,None,New,Negotiable,90,"रु 2,10,000",Yamaha FZ S V 2.0,Fuel Injection,149 cc,,,5 Speed Chain Drive clutch: Wet,Transistor Controlled Ignition,,45,Petrol,Manual Chain Drive,
,Owner,Yamaha,Bagmati,,27000,None,New,,69,"रु 2,15,000",,,,,,,,,,,,
2016,Owner,Yamaha,Bagmati,Electric,36000,None,New,Negotiable,77,"रु 1,55,000",Yamaha FZ S V 2.0,Fuel Injection,149 cc,,,5 Speed Chain Drive clutch: Wet,Transistor Controlled Ignition,,45,Petrol,Manual Chain Drive,
2018,Owner,Royal Enfield,Gandaki,,9000,None,New,,15,"रु 4,40,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2016,Dealer,Hero,Lumbini,,28000,None,New,Negotiable,30,"रु 1,55,000",Hero Super Splendor DRS,,,,,,,,,,,
2016,Owner,Suzuki,Bagmati,Electric & Kick,20000,None,New,Negotiable,78,"रु 1,90,000",Gixxer SF,,155,,,5,,3,45-50,,,
2018,Owner,Bajaj,Lumbini,,6000,None,New,Negotiable,44,"रु 2,20,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2018,Owner,Yamaha,Bagmati,Electric & Kick,10000,Available,New,Negotiable,4,"रु 3,50,000",,,125,4-stroke,17,6 Manual,,,,,,
2018,Owner,Yamaha,Bagmati,Electric,9500,None,New,Negotiable,99,"रु 2,25,000",Yamaha New FZS,,,,,,,,,,,
2018,,Yamaha,Rapti,,3000,None,New,,4,,FZ-FI,,,,,,,,,,,
2016,Owner,Bajaj,Bagmati,,37000,None,New,Negotiable,75,"रु 1,70,000",Bajaj Pulsar 200 NS Naked Sport,,,,,6,,,,,,
2018,Owner,Hero,Lumbini,Electric & Kick,8000,Available,New,Negotiable,41,"रु 1,40,000",Maestro Edge,,,"110.9 cc, AIR COOLED,4STORKE,SINGLE CYLINDER",8,,,,50,,,
2018,Owner,Royal Enfield,Narayani,,5440,None,New,,58,"रु 4,80,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
,Owner,Bajaj,Bagmati,,,None,New,Negotiable,91,"रु 1,95,000",Bajaj Avenger Street 220cc,Injection,219.00 ccm (13.36 cubic inches),"Single cylinder, four-stroke",19,,,3.40 litres (0.90 gallons),,,Chain,
,Owner,TVS,Bagmati,,,None,New,Negotiable,90,"रु 2,40,000",TVS Apache RTR 200 4v,Carburetor Petrol,197.75 cc,SI 4 Stroke Oil Cooled Single Cylinder ,,Manual,IDI - Dual Mode Digital Ignition ,,35,,Chain Drive ,
2018,Owner,Cross X,Bagmati,,5600,None,New,,99,,,,,,,,,,,,,
,Owner,Bajaj,Bagmati,,11000,None,New,,92,,Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2017,Owner,KTM,Bagmati,,9000,None,New,,92,,,,,,,,,,,,,
2016,Owner,Bajaj,Bagmati,,37500,None,New,Negotiable,75,"रु 1,70,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
,Owner,Honda,Narayani,,25000,None,New,,33,,Honda Aviator,Carburettor,109.00 ccm (6.65 cubic inches),"Single cylinder, four-stroke",8,Automatic,Fully transistorised with electronic advance,,,OHC,Chain,
2018,Owner,Bajaj,Narayani,,12000,None,New,Not negotiable,56,"रु 2,50,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2016,Owner,Yamaha,Rapti,Electric,23000,None,New,Not negotiable,2,"रु 1,50,000",Yamaha New FZS,fuel injected engine ,No,"four-stroke, air-cooled engine ",12.9bhp,Working,Working ,No,45,Working,Working ,Nice
2015,Owner,Bajaj,Mechi,Electric & Kick,350,None,New,,7,"रु 1,50,000",Bajaj Pulsar AS 150,Petrol,149.50 cc,Good,,,,,53,,Chain Drive,
,Owner,Bajaj,Narayani,,32000,None,New,,6448,,Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2013,Owner,Honda,Gandaki,,42000,None,New,,9,,Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,13L,40-42,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
2015,Owner,Royal Enfield,Koshi,Electric & Kick,18000,None,New,,22,"रु 3,25,000",Royal Enfield Standard Bullet 350cc,Micarb VM 24,346 cc,"Single Cylinder, Four Stroke, OHV, SI Engine, Air Cooled, Twinspark",20,,Digital TCI,,,,,
2015,Owner,Kawasaki,Bagmati,Electric,11500,Available,New,,75,,Ninja 300,Fi,300,Liquid cool,38,6,Electric,2.7,,Fi,6seed,27km per litre
1986,Owner,Honda,Bagmati,,850000,None,New,,4,,,,,,,,,,,,,
,Owner,KTM,Bagmati,,30000,None,New,,59,,KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2019,Owner,Crossfire,Lumbini,,1000,None,New,Negotiable,51,"रु 5,70,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
,Owner,KTM,Bagmati,,30000,None,New,,59,,KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2014,Owner,Bajaj,Bagmati,Electric,40000,None,New,Negotiable,58,"रु 1,65,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2016,Owner,Suzuki,Bagmati,,26000,None,New,Negotiable,72,"रु 1,30,000",Gixxer SF,,,,,,,,40+,,,
,Owner,Royal Enfield,Gandaki,,,None,New,Not negotiable,9,"रु 2,50,000",Royal Enfield Electra 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
